1 - Targets for Body Systems and Functions	07 - Respiratory System and Voice and Speech Targets	JT - Function of respiratory system	JTG	Additional functions of the respiratory system		Blowing; Coughing; Mouth breathing; Sneezing; Whistling; Yawning; 	exercise tolerance function (HTM)	b450
1 - Targets for Body Systems and Functions	07 - Respiratory System and Voice and Speech Targets	JU - Voice and speech	JU1	Voice and speech functions				b3
1 - Targets for Body Systems and Functions	07 - Respiratory System and Voice and Speech Targets	JU - Voice and speech	JUB	Voice functions				b310
1 - Targets for Body Systems and Functions	07 - Respiratory System and Voice and Speech Targets	JU - Voice and speech	JUC	Speech functions				b320+b330
1 - Targets for Body Systems and Functions	07 - Respiratory System and Voice and Speech Targets	JU - Voice and speech	JUD	Articulation functions				b320
1 - Targets for Body Systems and Functions	07 - Respiratory System and Voice and Speech Targets	JU - Voice and speech	JUF	Fluency and rhythm of speech functions		cluttering; stammering; stuttering; 		b330
1 - Targets for Body Systems and Functions	07 - Respiratory System and Voice and Speech Targets	JU - Voice and speech	JUG	Alternative vocalisation functions				b340
1 - Targets for Body Systems and Functions	07 - Respiratory System and Voice and Speech Targets	"JZ - Respiratory system and voice and speech, unspecified"	JZZ	"Respiratory system, unspecified"				
1 - Targets for Body Systems and Functions	08 - Digestive System Targets	KA - Mouth and pharynx	KAA	Lip				
1 - Targets for Body Systems and Functions	08 - Digestive System Targets	KA - Mouth and pharynx	KAB	Tongue				
1 - Targets for Body Systems and Functions	08 - Digestive System Targets	KA - Mouth and pharynx	KAE	Teeth		Periodontium; Pulp; 		
1 - Targets for Body Systems and Functions	08 - Digestive System Targets	KA - Mouth and pharynx	KAG	Gums		Alveolus; Gingiva; 		
1 - Targets for Body Systems and Functions	08 - Digestive System Targets	KA - Mouth and pharynx	KAL	Parotid gland				
1 - Targets for Body Systems and Functions	08 - Digestive System Targets	KA - Mouth and pharynx	KAM	Salivary gland		Minor salivary gland; Salivary duct; Salivary gland NOS; Submandibular gland; 	parotid gland (KAL)	
1 - Targets for Body Systems and Functions	08 - Digestive System Targets	KA - Mouth and pharynx	KAR	Oral pharynx		Hypopharyx; Pharynx NOS; 		
1 - Targets for Body Systems and Functions	08 - Digestive System Targets	KA - Mouth and pharynx	KAS	Soft palate		uvula; 	hard palate (KAT)	
1 - Targets for Body Systems and Functions	08 - Digestive System Targets	KA - Mouth and pharynx	KAT	Hard palate				
1 - Targets for Body Systems and Functions	08 - Digestive System Targets	KA - Mouth and pharynx	KAZ	"Oral cavity, unspecified"		Mouth NOS; Submandibular space NOS; 	tongue (KAB)	
1 - Targets for Body Systems and Functions	08 - Digestive System Targets	KB - Gastrointestinal tract	KBA	Oesophagus				
1 - Targets for Body Systems and Functions	08 - Digestive System Targets	KB - Gastrointestinal tract	KBE	Gastroesophageal junction				
1 - Targets for Body Systems and Functions	08 - Digestive System Targets	KB - Gastrointestinal tract	KBF	Stomach		Pylorus; Gastro-oesophageal junction; 		
1 - Targets for Body Systems and Functions	08 - Digestive System Targets	KB - Gastrointestinal tract	KBI	Duodenum				
1 - Targets for Body Systems and Functions	08 - Digestive System Targets	KB - Gastrointestinal tract	KBK	"Small intestine, not elsewhere classified"		Jejunum; Small intestine NOS; 	duodenum (KBI)	
1 - Targets for Body Systems and Functions	08 - Digestive System Targets	KB - Gastrointestinal tract	KBO	Appendix				
1 - Targets for Body Systems and Functions	08 - Digestive System Targets	KB - Gastrointestinal tract	KBP	Colon		ascending colon; caecum; descending colon; hepatic flexure; splenic flexure; transverse colon; 	sigmoid colon (KBU)	
1 - Targets for Body Systems and Functions	08 - Digestive System Targets	KB - Gastrointestinal tract	KBU	Sigmoid colon				
1 - Targets for Body Systems and Functions	08 - Digestive System Targets	KB - Gastrointestinal tract	KBW	Rectum		Perirectal area; 		
1 - Targets for Body Systems and Functions	08 - Digestive System Targets	KB - Gastrointestinal tract	KBX	Anus and anal canal		Perianal area; 		
1 - Targets for Body Systems and Functions	08 - Digestive System Targets	KB - Gastrointestinal tract	KBZ	"Large intestine, unspecified"		Caecum; 		
1 - Targets for Body Systems and Functions	08 - Digestive System Targets	KC - Hepatic and biliary structures	KCA	Liver				
1 - Targets for Body Systems and Functions	08 - Digestive System Targets	KC - Hepatic and biliary structures	KCF	Gall bladder				
1 - Targets for Body Systems and Functions	08 - Digestive System Targets	KC - Hepatic and biliary structures	KCM	Bile duct		Ampulla of Vater; Common bile duct; Cystic duct; Hepatic duct; 		
1 - Targets for Body Systems and Functions	08 - Digestive System Targets	KC - Hepatic and biliary structures	KCO	Pancreas and pancreatic duct			endocrine pancreas (EBD)	
1 - Targets for Body Systems and Functions	08 - Digestive System Targets	KM - Peritoneum	KMA	Peritoneum and peritoneal cavity		Broad ligament; Cul-de-sac; Mesentery; Omentum; Pouch of Douglas; Retroperitoneum; 	abdominal and pelvic cavity NOS (PAK);	
1 - Targets for Body Systems and Functions	08 - Digestive System Targets	KT - Functions of digestive system	KT2	Functions related to the digestive system				b510-b539
1 - Targets for Body Systems and Functions	08 - Digestive System Targets	KT - Functions of digestive system	KTB	Ingestion functions				b510
1 - Targets for Body Systems and Functions	08 - Digestive System Targets	KT - Functions of digestive system	KTC	Swallowing				b5105
1 - Targets for Body Systems and Functions	08 - Digestive System Targets	KT - Functions of digestive system	KTE	Digestive functions				b515
1 - Targets for Body Systems and Functions	08 - Digestive System Targets	KT - Functions of digestive system	KTH	Assimilation functions				b520
1 - Targets for Body Systems and Functions	08 - Digestive System Targets	KT - Functions of digestive system	KTK	Defaecation functions				b525
1 - Targets for Body Systems and Functions	08 - Digestive System Targets	KT - Functions of digestive system	KTN	Weight maintenance functions				b530
1 - Targets for Body Systems and Functions	08 - Digestive System Targets	KT - Functions of digestive system	KTQ	Sensations associated with the digestive system				b535
1 - Targets for Body Systems and Functions	08 - Digestive System Targets	"KZ - Digestive system, unspecified"	KZZ	"Digestive system, unspecified"				
1 - Targets for Body Systems and Functions	09 - Integumentary System Targets	LA - Skin	LAA	Skin and subcutaneous cell tissue of head or neck		Eyebrow; 		
1 - Targets for Body Systems and Functions	09 - Integumentary System Targets	LA - Skin	LAB	Skin and subcutaneous cell tissue of trunk			skin of breast (LCA)	
1 - Targets for Body Systems and Functions	09 - Integumentary System Targets	LA - Skin	LAE	Skin and subcutaneous cell tissue of the upper limb				
1 - Targets for Body Systems and Functions	09 - Integumentary System Targets	LA - Skin	LAG	Skin and subcutaneous cell tissue of the lower limb				
1 - Targets for Body Systems and Functions	09 - Integumentary System Targets	LB - Skin appendages	LBA	Skin appendage of head or neck		Skin glands of head or neck; 		
1 - Targets for Body Systems and Functions	09 - Integumentary System Targets	LB - Skin appendages	LBB	Skin appendage of trunk		Skin glands of trunk; 		
1 - Targets for Body Systems and Functions	09 - Integumentary System Targets	LB - Skin appendages	LBD	Nail of finger				
1 - Targets for Body Systems and Functions	09 - Integumentary System Targets	LB - Skin appendages	LBE	"Skin appendage of upper limb, not elsewhere classified"		Skin glands of upper limb; 	nail of finger (LBD)	
1 - Targets for Body Systems and Functions	09 - Integumentary System Targets	LB - Skin appendages	LBF	Nail of toe				
1 - Targets for Body Systems and Functions	09 - Integumentary System Targets	LB - Skin appendages	LBG	"Skin appendage of lower limb, not elsewhere classified"		Skin glands of lower limb; 	nail of toe (LBF)	
1 - Targets for Body Systems and Functions	09 - Integumentary System Targets	LC - Breast	LCA	Breast and related structures		Nipple; Skin of breast; 		
1 - Targets for Body Systems and Functions	09 - Integumentary System Targets	LT - Skin functions	LT2	Functions of the skin				b810-b849
1 - Targets for Body Systems and Functions	09 - Integumentary System Targets	LT - Skin functions	LTC	Protective functions of the skin				b810
1 - Targets for Body Systems and Functions	09 - Integumentary System Targets	LT - Skin functions	LTD	Repair functions of the skin				b820
1 - Targets for Body Systems and Functions	09 - Integumentary System Targets	LT - Skin functions	LTK	Other functions of the skin				b830
1 - Targets for Body Systems and Functions	09 - Integumentary System Targets	LT - Skin functions	LTP	Sensations related to the skin				b840
1 - Targets for Body Systems and Functions	09 - Integumentary System Targets	LU - Skin appendages functions	LU2	Functions of the hair and nails				b850-b869
1 - Targets for Body Systems and Functions	09 - Integumentary System Targets	LU - Skin appendages functions	LUB	Functions of hair				b850
1 - Targets for Body Systems and Functions	09 - Integumentary System Targets	LU - Skin appendages functions	LUC	Functions of nails				b860
1 - Targets for Body Systems and Functions	09 - Integumentary System Targets	"LZ - Integumentary system, unspecified"	LZZ	"Skin and subcutaneous cell tissue, unspecified"		Hair; Skin appendage NOS; Skin glands NOS; 		
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MA - Musculoskeletal structures of head and neck	MAA	Bone of cranium		Occipital bone; Parietal bones; Skull; Temporal bones; 	mastoid (MAI)	
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MA - Musculoskeletal structures of head and neck	MAB	"Facial bone, unspecified"			cranium (MAA); ethmoid (MAD); hyoid (MAH); mandible (MAG); mastoid (MAI); maxilla (MAF); nasal (MAE); zygoma (MAC)	
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MA - Musculoskeletal structures of head and neck	MAC	Zygomatic bone			"jaw, mandible (MAG)"	
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MA - Musculoskeletal structures of head and neck	MAD	Ethmoid				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MA - Musculoskeletal structures of head and neck	MAE	Nasal bone				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MA - Musculoskeletal structures of head and neck	MAF	Maxilla				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MA - Musculoskeletal structures of head and neck	MAG	Mandible or Jaw				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MA - Musculoskeletal structures of head and neck	MAH	Hyoid bone				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MA - Musculoskeletal structures of head and neck	MAI	Mastoid bone		Mastoid process; 	mastoid sinus (CDA)	
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MA - Musculoskeletal structures of head and neck	MAJ	Joint of head or neck region			joints of cervical vertebral column (MBA)	
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MA - Musculoskeletal structures of head and neck	MAL	Ligament and fascia of head or neck				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MA - Musculoskeletal structures of head and neck	MAM	Muscle of head or neck region			oculomotor muscles (BDA)\ntendons of head or neck region (MAT)	
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MA - Musculoskeletal structures of head and neck	MAS	Soft tissue of head or neck		Bursa of head or neck; 		
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MA - Musculoskeletal structures of head and neck	MAT	Tendon of head or neck region				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MA - Musculoskeletal structures of head and neck	MAZ	"Bone, joint or soft tissue of head, neck or trunk, unspecified"				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MB - Vertebral column	MBA	Cervical vertebral column				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MB - Vertebral column	MBB	Cervical intervertebral disc				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MB - Vertebral column	MBC	Cervico-thoracic vertebral column		Intersection of cervical and thoracic part of  vertebral column; 	cervical vertebral column (MBA) \nthoracic vertebral column (MBG)	
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MB - Vertebral column	MBG	Thoracic vertebral column				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MB - Vertebral column	MBH	Thoracic intervertebral disc				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MB - Vertebral column	MBI	Thoraco-lumbar vertebral column		Intersection of thoracic and lumbar part of  vertebral column; 	lumbar vertebral column (MBM)\nthoracic vertebral column (MBG)	
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MB - Vertebral column	MBM	Lumbar vertebral column				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MB - Vertebral column	MBN	Lumbar intervertebral disc				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MB - Vertebral column	MBO	Lumbo-sacral vertebral column		Intersection of lumbar and sacral part of  vertebral column; 	lumbar vertebral column (MBM)\nsacral vertebral column (MBR)	
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MB - Vertebral column	MBR	Sacral vertebral column				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MB - Vertebral column	MBU	Coccyx				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MB - Vertebral column	MBY	"Intervertebral disc, unspecified"			cervical (MBB); lumbar (MBN); thoracic (MBH)	
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MB - Vertebral column	MBZ	"Vertebral column, unspecified"			cervical (MBA); cervico-thoracic (MBC); lumbar (MBM); lumbo-sacral (MBO); thoracic (MBG); thoraco-lumbar (MBI)	
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MC - Musculoskeletal structures of trunk	MCB	Bone of thoracic cage		rib; sternum; 		
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MC - Musculoskeletal structures of trunk	MCL	Ligament and fascia of trunk				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MC - Musculoskeletal structures of trunk	MCM	Muscle of trunk			diaphragm (MCX) \ntendon of trunk (MCT)	
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MC - Musculoskeletal structures of trunk	MCS	"Soft tissue of trunk, not otherwise specified"		Bursa of trunk; 		
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MC - Musculoskeletal structures of trunk	MCT	Tendon of trunk				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MC - Musculoskeletal structures of trunk	MCX	Diaphragm				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MD - Musculoskeletal structures of shoulder	MDB	Bone of shoulder region		Clavicula; Scapula; 		
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MD - Musculoskeletal structures of shoulder	MDC	Shoulder cartilage				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MD - Musculoskeletal structures of shoulder	MDJ	Joint of the shoulder region		Acromioclavicular joint; Glenohumeral joint; Sternoclavicular joint; 		
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MD - Musculoskeletal structures of shoulder	MDL	Ligament and fascia of shoulder region			tendon of shoulder region (MDT)	
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MD - Musculoskeletal structures of shoulder	MDM	Muscle of shoulder region			tendon of shoulder region (MDT)	
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MD - Musculoskeletal structures of shoulder	MDT	Tendon of shoulder region				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	ME - Musculoskeletal structures of upper arm	MEB	Bone of upper arm		Humerus; 		
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	ME - Musculoskeletal structures of upper arm	MEC	Elbow cartilage				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	ME - Musculoskeletal structures of upper arm	MEJ	Elbow joint				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	ME - Musculoskeletal structures of upper arm	MEL	Ligament and fascia of upper arm				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	ME - Musculoskeletal structures of upper arm	MEM	Muscle of upper arm				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	ME - Musculoskeletal structures of upper arm	MET	Tendon of upper arm				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MF - Musculoskeletal structures of forearm	MFB	Bone of forearm		Olecranon; Radial styloid process; Radius; Ulna; Ulnar styloid process; 		
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MF - Musculoskeletal structures of forearm	MFC	Wrist cartilage				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MF - Musculoskeletal structures of forearm	MFJ	Wrist joint				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MF - Musculoskeletal structures of forearm	MFL	Ligament and fascia of forearm				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MF - Musculoskeletal structures of forearm	MFM	Muscle of forearm			tendon of forearm (MFT)	
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MF - Musculoskeletal structures of forearm	MFT	Tendon of forearm				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MG - Musculoskeletal structures of hand or fingers	MGB	Bone of hand or fingers		carpals; metacarpals; phalanx of fingers; scaphoid; 		
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MG - Musculoskeletal structures of hand or fingers	MGJ	Joint of hand or fingers				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MG - Musculoskeletal structures of hand or fingers	MGL	Ligament and fascia of hand or fingers				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MG - Musculoskeletal structures of hand or fingers	MGM	Muscle of hand			tendon of hand (MGT)	
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MG - Musculoskeletal structures of hand or fingers	MGT	Tendon of hand or fingers				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	"MI - Musculoskeletal structures of upper limb, unspecified"	MIS	Soft tissue of upper limb		Bursa of upper limb; 		
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	"MI - Musculoskeletal structures of upper limb, unspecified"	MIZ	"Bone, joint or soft tissue of upper limb, unspecified"				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MK - Musculoskeletal structures of pelvic region	MKB	Bone of pelvic region		Hip bone; 		
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MK - Musculoskeletal structures of pelvic region	MKJ	Joint of pelvic region		Lumbosacral joint; Sacroiliac joint; 	hip joint (MLJ)	
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MK - Musculoskeletal structures of pelvic region	MKL	Ligament and fascia of pelvic region				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MK - Musculoskeletal structures of pelvic region	MKM	Muscle of pelvic region		Soft tissue of pelvic region NOS; Tendon of pelvic region NOS; 		
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	ML - Musculoskeletal structures of thigh	MLB	Bone of thigh		"Femur (eg. diaphysis, neck, shaft); "		
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	ML - Musculoskeletal structures of thigh	MLJ	Hip joint				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	ML - Musculoskeletal structures of thigh	MLL	Ligament and fascia of thigh				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	ML - Musculoskeletal structures of thigh	MLM	Muscle of thigh		Soft tissue of thigh NOS; 	tendon of thigh (MLT)	
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	ML - Musculoskeletal structures of thigh	MLT	Tendon of thigh				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MM - Musculoskeletal structures of knee	MMC	Knee cartilage				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MM - Musculoskeletal structures of knee	MMD	Knee meniscus		lateral meniscus; medial meniscus; 		
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MM - Musculoskeletal structures of knee	MMJ	Knee joint				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MM - Musculoskeletal structures of knee	MML	Knee ligament				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MM - Musculoskeletal structures of knee	MMP	Patella				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MM - Musculoskeletal structures of knee	MMT	Knee tendon				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MN - Musculoskeletal structures of lower leg	MNB	Bone of lower leg		calcaneus; fibula; talus; tibia; 		
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MN - Musculoskeletal structures of lower leg	MNC	Ankle cartilage				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MN - Musculoskeletal structures of lower leg	MNJ	Ankle joint		lateral malleolus; medial malleolus; 		
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MN - Musculoskeletal structures of lower leg	MNL	Ligament and fascia of lower leg				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MN - Musculoskeletal structures of lower leg	MNM	Muscle of lower leg		Soft tissue of lower leg NOS; 	tendon of lower leg (MNT)	
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MN - Musculoskeletal structures of lower leg	MNT	Tendon of lower leg				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MO - Musculoskeletal structures of foot or toes	MOB	Bone of foot or toes		hallux; malleolus; metatarsal; phalanx (phalanges) of toes; tarsal; 		
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MO - Musculoskeletal structures of foot or toes	MOC	Cartilage of ankle				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MO - Musculoskeletal structures of foot or toes	MOJ	Joint of foot or toes		distal phalangeal [DP] joint; interphalangeal joint; metatarsophalangeal [MTP] joint; proximal interphalangeal [PIP] joint; talocrural joint; 		
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MO - Musculoskeletal structures of foot or toes	MOL	Ligament and fascia of foot or toes				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MO - Musculoskeletal structures of foot or toes	MOM	Muscle of foot or toes		Soft tissue of foot or toes NOS; 	tendon of foot (MOT)	
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MO - Musculoskeletal structures of foot or toes	MOT	Tendon of foot or toes				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	"MQ - Musculoskeletal structures of lower limb, unspecified"	MQS	Soft tissue of lower limb				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	"MQ - Musculoskeletal structures of lower limb, unspecified"	MQZ	"Bone, joint or soft tissue of lower limb, unspecified"				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	"MR - Musculoskeletal structures, unspecified"	MRB	Bone				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	"MR - Musculoskeletal structures, unspecified"	MRJ	Joint				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	"MR - Musculoskeletal structures, unspecified"	MRM	Muscle			tendon NEC (MRT)	
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	"MR - Musculoskeletal structures, unspecified"	MRS	Soft tissue	"Soft tissue is defined as tissue that connects, supports or surrounds other structures and organs of the body. Soft tissue includes muscles, nerves, tendons, fat, blood or lymph vessels, fasciae and tissue around joints (synovial tissue) (that is, all tissue excluding skin, subcutaneous tissue, cartilage and bone)."			
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	"MR - Musculoskeletal structures, unspecified"	MRT	Tendon				
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MT - Functions of joints and bones	MT1	Neuromusculoskeletal and movement related functions				b7
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MT - Functions of joints and bones	MT2	Functions of joints and bones				b710-b729
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MT - Functions of joints and bones	MTB	Mobility of joint functions				b710
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MT - Functions of joints and bones	MTC	Stability of joint functions				b715
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MT - Functions of joints and bones	MTD	Mobility of bone functions				b720
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MU - Muscle  functions	MU2	Muscle functions				b730-b749
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MU - Muscle  functions	MUB	Muscle power functions				b730
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MU - Muscle  functions	MUC	Muscle tone functions				b735
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MU - Muscle  functions	MUD	Muscle endurance functions				b740
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MV - Movement	MV2	Movement functions				b750-b789
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MV - Movement	MVB	Motor reflex functions				b750
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MV - Movement	MVC	Involuntary movement reaction functions				b755
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MV - Movement	MVD	Control of voluntary movement functions				b760
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MV - Movement	MVF	Involuntary movement functions				b765
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MV - Movement	MVG	Gait pattern functions				b770
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MV - Movement	MVH	Spontaneous movements	"Functions associated with frequency, fluency and complexity of total and individual body-part movements such as infant spontaneous movements and patterns of movement. Note: this code should be applied only to infants aged less than corrected age 6 months."			b761
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	MV - Movement	MVI	Sensations related to muscle and movement functions				b780
1 - Targets for Body Systems and Functions	10 - Musculoskeletal System Targets	"MZ - Musculoskeletal system, unspecified"	MZZ	"Musculoskeletal system, not otherwise specified"				
1 - Targets for Body Systems and Functions	11 - Genitourinary System Targets	NA - Urinary System	NAA	Kidney		Kidney-ureter-complex; 		
1 - Targets for Body Systems and Functions	11 - Genitourinary System Targets	NA - Urinary System	NAB	Renal pelvis and pyeloureteral junction				
1 - Targets for Body Systems and Functions	11 - Genitourinary System Targets	NA - Urinary System	NAE	Ureter				
1 - Targets for Body Systems and Functions	11 - Genitourinary System Targets	NA - Urinary System	NAI	Urinary bladder		Urachus; 	neck of urinary bladder (NAK)	
1 - Targets for Body Systems and Functions	11 - Genitourinary System Targets	NA - Urinary System	NAK	Neck of urinary bladder		urethrovesical junction; 		
1 - Targets for Body Systems and Functions	11 - Genitourinary System Targets	NA - Urinary System	NAM	Urethra		Bulbourethral glands; Skene's glands; 		
1 - Targets for Body Systems and Functions	11 - Genitourinary System Targets	NA - Urinary System	NAZ	"Urinary system, unspecified"				
1 - Targets for Body Systems and Functions	11 - Genitourinary System Targets	NG - Male genital system	NGA	Prostate and seminal vesicle		Periprostatic tissue; 		
1 - Targets for Body Systems and Functions	11 - Genitourinary System Targets	NG - Male genital system	NGD	Spermatic cord		Epididymis; Vas deferens; Processus vaginalis; 		
1 - Targets for Body Systems and Functions	11 - Genitourinary System Targets	NG - Male genital system	NGG	Scrotum				
1 - Targets for Body Systems and Functions	11 - Genitourinary System Targets	NG - Male genital system	NGL	Testis		Tunica vaginalis testis; 		
1 - Targets for Body Systems and Functions	11 - Genitourinary System Targets	NG - Male genital system	NGM	Penis				
1 - Targets for Body Systems and Functions	11 - Genitourinary System Targets	NG - Male genital system	NGZ	"Male genital system, unspecified"		Cowper's glands; 		
1 - Targets for Body Systems and Functions	11 - Genitourinary System Targets	NM - Female genital System	NMA	Ovary				
1 - Targets for Body Systems and Functions	11 - Genitourinary System Targets	NM - Female genital System	NMC	Fallopian tube				
1 - Targets for Body Systems and Functions	11 - Genitourinary System Targets	NM - Female genital System	NME	Uterus			cervix uteri (NMF)	
1 - Targets for Body Systems and Functions	11 - Genitourinary System Targets	NM - Female genital System	NMF	Cervix uteri				
1 - Targets for Body Systems and Functions	11 - Genitourinary System Targets	NM - Female genital System	NMH	Vagina		Hymen; Vestibular glands (Bartholin's glands); 	cul-de-sac (KMA); perineum (PAW); pouch of Douglas (KMA)	
