"Additional descriptive information"			"Additional descriptive information"				
"Additional target"	"Additional target"	XXKT	"Functions of digestive system"				
"Additional target"	XXKT	XXKT2	"Functions related to the digestive system"				
"Additional target"	XXKT	XXKTB	"Ingestion functions"				
"Additional target"	XXKT	XXKTC	Swallowing				
"Additional target"	XXKT	XXKTE	"Digestive functions"				
"Additional target"	XXKT	XXKTH	"Assimilation functions"				
"Additional target"	XXKT	XXKTK	"Defaecation functions"				
"Additional target"	XXKT	XXKTN	"Weight maintenance functions"				
"Additional target"	XXKT	XXKTO	"Increasing body weight"				
"Additional target"	XXKT	XXKTP	"Decreasing body weight"				
"Additional target"	XXKT	XXKTQ	"Sensations associated with the digestive system"				
"Additional target"	"Additional target"	XXKZ	"Digestive system, unspecified"				
"Additional target"	XXKZ	XXKZZ	"Digestive system, unspecified"				
"Additional target"	"Additional target"	XXLA	Skin				
"Additional target"	XXLA	XXLAA	"Skin and subcutaneous cell tissue of head or neck"				
"Additional target"	XXLA	XXLAB	"Skin and subcutaneous cell tissue of trunk"				
"Additional target"	XXLA	XXLAE	"Skin and subcutaneous cell tissue of the upper limb"				
"Additional target"	XXLA	XXLAG	"Skin and subcutaneous cell tissue of the lower limb"				
"Additional target"	"Additional target"	XXLB	"Skin appendages"				
"Additional target"	XXLB	XXLBA	"Skin appendage of head or neck"				
"Additional target"	XXLB	XXLBB	"Skin appendage of trunk"				
"Additional target"	XXLB	XXLBD	"Nail of finger"				
"Additional target"	XXLB	XXLBE	"Skin appendage of upper limb, not elsewhere classified"				
"Additional target"	XXLB	XXLBF	"Nail of toe"				
"Additional target"	XXLB	XXLBG	"Skin appendage of lower limb, not elsewhere classified"				
"Additional target"	"Additional target"	XXLC	Breast				
"Additional target"	XXLC	XXLCA	"Breast and related structures"				
"Additional target"	"Additional target"	XXLT	"Skin functions"				
"Additional target"	XXLT	XXLT2	"Functions of the skin"				
"Additional target"	XXLT	XXLTC	"Protective functions of the skin"				
"Additional target"	XXLT	XXLTD	"Repair functions of the skin"				
"Additional target"	XXLT	XXLTK	"Other functions of the skin"				
"Additional target"	XXLT	XXLTP	"Sensations related to the skin"				
"Additional target"	"Additional target"	XXLU	"Skin appendages functions"				
"Additional target"	XXLU	XXLU2	"Functions of the hair and nails"				
"Additional target"	XXLU	XXLUB	"Functions of hair"				
"Additional target"	XXLU	XXLUC	"Functions of nails"				
"Additional target"	"Additional target"	XXLZ	"Integumentary system, unspecified"				
"Additional target"	XXLZ	XXLZZ	"Skin and subcutaneous cell tissue, unspecified"				
"Additional target"	"Additional target"	XXMA	"Musculoskeletal structures of head and neck"				
"Additional target"	XXMA	XXMAA	"Bone of cranium"				
"Additional target"	XXMA	XXMAB	"Facial bone, unspecified"				
"Additional target"	XXMA	XXMAC	"Zygomatic bone"				
"Additional target"	XXMA	XXMAD	Ethmoid				
"Additional target"	XXMA	XXMAE	"Nasal bone"				
"Additional target"	XXMA	XXMAF	Maxilla				
"Additional target"	XXMA	XXMAG	"Mandible or Jaw"				
"Additional target"	XXMA	XXMAH	"Hyoid bone"				
"Additional target"	XXMA	XXMAI	"Mastoid bone"				
"Additional target"	XXMA	XXMAJ	"Joint of head or neck region"				
"Additional target"	XXMA	XXMAL	"Ligament and fascia of head or neck"				
"Additional target"	XXMA	XXMAM	"Muscle of head or neck region"				
"Additional target"	XXMA	XXMAS	"Soft tissue of head or neck"				
"Additional target"	XXMA	XXMAT	"Tendon of head or neck region"				
"Additional target"	XXMA	XXMAZ	"Bone, joint or soft tissue of head, neck or trunk, unspecified"				
"Additional target"	"Additional target"	XXMB	"Vertebral column"				
"Additional target"	XXMB	XXMBA	"Cervical vertebral column"				
"Additional target"	XXMB	XXMBB	"Cervical intervertebral disc"				
"Additional target"	XXMB	XXMBC	"Cervico-thoracic vertebral column"				
"Additional target"	XXMB	XXMBG	"Thoracic vertebral column"				
"Additional target"	XXMB	XXMBH	"Thoracic intervertebral disc"				
"Additional target"	XXMB	XXMBI	"Thoraco-lumbar vertebral column"				
"Additional target"	XXMB	XXMBM	"Lumbar vertebral column"				
"Additional target"	XXMB	XXMBN	"Lumbar intervertebral disc"				
"Additional target"	XXMB	XXMBO	"Lumbo-sacral vertebral column"				
"Additional target"	XXMB	XXMBR	"Sacral vertebral column"				
"Additional target"	XXMB	XXMBU	Coccyx				
"Additional target"	XXMB	XXMBY	"Intervertebral disc, unspecified"				
"Additional target"	XXMB	XXMBZ	"Vertebral column, unspecified"				
"Additional target"	"Additional target"	XXMC	"Musculoskeletal structures of trunk"				
"Additional target"	XXMC	XXMCB	"Bone of thoracic cage"				
"Additional target"	XXMC	XXMCL	"Ligament and fascia of trunk"				
"Additional target"	XXMC	XXMCM	"Muscle of trunk"				
"Additional target"	XXMC	XXMCS	"Soft tissue of trunk, not otherwise specified"				
"Additional target"	XXMC	XXMCT	"Tendon of trunk"				
"Additional target"	XXMC	XXMCX	Diaphragm				
"Additional target"	"Additional target"	XXMD	"Musculoskeletal structures of shoulder"				
"Additional target"	XXMD	XXMDB	"Bone of shoulder region"				
"Additional target"	XXMD	XXMDC	"Shoulder cartilage"				
"Additional target"	XXMD	XXMDJ	"Joint of the shoulder region"				
"Additional target"	XXMD	XXMDL	"Ligament and fascia of shoulder region"				
"Additional target"	XXMD	XXMDM	"Muscle of shoulder region"				
"Additional target"	XXMD	XXMDT	"Tendon of shoulder region"				
"Additional target"	"Additional target"	XXME	"Musculoskeletal structures of upper arm"				
"Additional target"	XXME	XXMEB	"Bone of upper arm"				
"Additional target"	XXME	XXMEC	"Elbow cartilage"				
"Additional target"	XXME	XXMEJ	"Elbow joint"				
"Additional target"	XXME	XXMEL	"Ligament and fascia of upper arm"				
"Additional target"	XXME	XXMEM	"Muscle of upper arm"				
"Additional target"	XXME	XXMET	"Tendon of upper arm"				
"Additional target"	"Additional target"	XXMF	"Musculoskeletal structures of forearm"				
"Additional target"	XXMF	XXMFB	"Bone of forearm"				
"Additional target"	XXMF	XXMFC	"Wrist cartilage"				
"Additional target"	XXMF	XXMFJ	"Wrist joint"				
"Additional target"	XXMF	XXMFL	"Ligament and fascia of forearm"				
"Additional target"	XXMF	XXMFM	"Muscle of forearm"				
"Additional target"	XXMF	XXMFT	"Tendon of forearm"				
"Additional target"	"Additional target"	XXMG	"Musculoskeletal structures of hand"				
"Additional target"	XXMG	XXMGB	"Bone of hand or fingers"				
"Additional target"	XXMG	XXMGJ	"Joint of hand or fingers"				
"Additional target"	XXMG	XXMGL	"Ligament and fascia of hand or fingers"				
"Additional target"	XXMG	XXMGM	"Muscle of hand"				
"Additional target"	XXMG	XXMGT	"Tendon of hand or fingers"				
"Additional target"	"Additional target"	XXMI	"Musculoskeletal structures of upper limb, unspecified"				
"Additional target"	XXMI	XXMIS	"Soft tissue of upper limb"				
"Additional target"	XXMI	XXMIZ	"Bone, joint or soft tissue of upper limb, unspecified"				
"Additional target"	"Additional target"	XXMK	"Musculoskeletal structures of pelvic region"				
"Additional target"	XXMK	XXMKB	"Bone of pelvic region"				
"Additional target"	XXMK	XXMKJ	"Joint of pelvic region"				
"Additional target"	XXMK	XXMKL	"Ligament and fascia of pelvic region"				
"Additional target"	XXMK	XXMKM	"Muscle of pelvic region"				
"Additional target"	"Additional target"	XXML	"Musculoskeletal structures of thigh"				
"Additional target"	XXML	XXMLB	"Bone of thigh"				
"Additional target"	XXML	XXMLJ	"Hip joint"				
"Additional target"	XXML	XXMLL	"Ligament and fascia of thigh"				
"Additional target"	XXML	XXMLM	"Muscle of thigh"				
"Additional target"	XXML	XXMLT	"Tendon of thigh"				
"Additional target"	"Additional target"	XXMM	"Musculoskeletal structures of knee"				
"Additional target"	XXMM	XXMMC	"Knee cartilage"				
"Additional target"	XXMM	XXMMD	"Knee meniscus"				
"Additional target"	XXMM	XXMMJ	"Knee joint"				
"Additional target"	XXMM	XXMML	"Knee ligament"				
"Additional target"	XXMM	XXMMP	Patella				
"Additional target"	XXMM	XXMMT	"Knee tendon"				
"Additional target"	"Additional target"	XXMN	"Musculoskeletal structures of lower leg"				
"Additional target"	XXMN	XXMNB	"Bone of lower leg"				
"Additional target"	XXMN	XXMNC	"Ankle cartilage"				
"Additional target"	XXMN	XXMNJ	"Ankle joint"				
"Additional target"	XXMN	XXMNL	"Ligament and fascia of lower leg"				
"Additional target"	XXMN	XXMNM	"Muscle of lower leg"				
"Additional target"	XXMN	XXMNT	"Tendon of lower leg"				
"Additional target"	"Additional target"	XXMO	"Musculoskeletal structures of foot"				
"Additional target"	XXMO	XXMOB	"Bone of foot or toes"				
"Additional target"	XXMO	XXMOC	"Cartilage of ankle"				
"Additional target"	XXMO	XXMOJ	"Joint of foot or toes"				
"Additional target"	XXMO	XXMOL	"Ligament and fascia of foot or toes"				
"Additional target"	XXMO	XXMOM	"Muscle of foot or toes"				
"Additional target"	XXMO	XXMOT	"Tendon of foot or toes"				
"Additional target"	"Additional target"	XXMQ	"Musculoskeletal structures of lower limb, unspecified"				
"Additional target"	XXMQ	XXMQS	"Soft tissue of lower limb"				
"Additional target"	XXMQ	XXMQZ	"Bone, joint or soft tissue of lower limb, unspecified"				
"Additional target"	"Additional target"	XXMR	"Musculoskeletal structures, unspecified"				
"Additional target"	XXMR	XXMRB	Bone				
"Additional target"	XXMR	XXMRJ	Joint				
"Additional target"	XXMR	XXMRM	Muscle				
"Additional target"	XXMR	XXMRS	"Soft tissue"				
"Additional target"	XXMR	XXMRT	Tendon				
"Additional target"	"Additional target"	XXMT	"Functions of joints and bones"				
"Additional target"	XXMT	XXMT2	"Functions of joints and bones"				
"Additional target"	XXMT	XXMTB	"Mobility of joint functions"				
"Additional target"	XXMT	XXMTC	"Stability of joint functions"				
"Additional target"	XXMT	XXMTD	"Mobility of bone functions"				
"Additional target"	XXMT	XXMT1	"Neuromusculoskeletal and movement related functions"				
"Additional target"	"Additional target"	XXMU	"Muscle  functions"				
"Additional target"	XXMU	XXMU2	"Muscle functions"				
"Additional target"	XXMU	XXMUB	"Muscle power functions"				
"Additional target"	XXMU	XXMUC	"Muscle tone functions"				
"Additional target"	XXMU	XXMUD	"Muscle endurance functions"				
"Additional target"	"Additional target"	XXMV	Movement				
"Additional target"	XXMV	XXMV2	"Movement functions"				
"Additional target"	XXMV	XXMVB	"Motor reflex functions"				
"Additional target"	XXMV	XXMVC	"Involuntary movement reaction functions"				
"Additional target"	XXMV	XXMVD	"Control of voluntary movement functions"				
"Additional target"	XXMV	XXMVF	"Involuntary movement functions"				
"Additional target"	XXMV	XXMVG	"Gait pattern functions"				
"Additional target"	XXMV	XXMVH	"Spontaneous movements"				
"Additional target"	XXMV	XXMVI	"Sensations related to muscle and movement functions"				
"Additional target"	"Additional target"	XXMZ	"Musculoskeletal system, unspecified"				
"Additional target"	XXMZ	XXMZZ	"Musculoskeletal system, not otherwise specified"				
"Additional target"	"Additional target"	XXNA	"Urinary System"				
"Additional target"	XXNA	XXNAA	Kidney				
"Additional target"	XXNA	XXNAB	"Renal pelvis and pyeloureteral junction"				
"Additional target"	XXNA	XXNAE	Ureter				
"Additional target"	XXNA	XXNAI	"Urinary bladder"				
"Additional target"	XXNA	XXNAK	"Neck of urinary bladder"				
"Additional target"	XXNA	XXNAM	Urethra				
"Additional target"	XXNA	XXNAZ	"Urinary system, unspecified"				
"Additional target"	"Additional target"	XXNG	"Male genital system"				
"Additional target"	XXNG	XXNGA	"Prostate and seminal vesicle"				
"Additional target"	XXNG	XXNGD	"Spermatic cord"				
"Additional target"	XXNG	XXNGG	Scrotum				
"Additional target"	XXNG	XXNGL	Testis				
"Additional target"	XXNG	XXNGM	Penis				
"Additional target"	XXNG	XXNGZ	"Male genital system, unspecified"				
"Additional target"	"Additional target"	XXNM	"Female genital System"				
"Additional target"	XXNM	XXNMA	Ovary				
"Additional target"	XXNM	XXNMC	"Fallopian tube"				
"Additional target"	XXNM	XXNME	Uterus				
"Additional target"	XXNM	XXNMF	"Cervix uteri"				
"Additional target"	XXNM	XXNMH	Vagina				
"Additional target"	XXNM	XXNMI	Vulva				
"Additional target"	XXNM	XXNMM	"Placenta, amnion, cord"				
"Additional target"	XXNM	XXNMR	"Fetal or embryonic structure"				
"Additional target"	XXNM	XXNMZ	"Female genital system, unspecified"				
"Additional target"	"Additional target"	XXNT	"Genitourinary and reproductive functions"				
"Additional target"	XXNT	XXNT1	"Genitourinary and reproductive functions"				
"Additional target"	XXNT	XXNT2	"Urinary functions"				
"Additional target"	XXNT	XXNTC	"Urinary excretory functions"				
"Additional target"	XXNT	XXNTD	"Urination functions"				
"Additional target"	XXNT	XXNTE	"Sensations associated with urinary functions"				
"Additional target"	"Additional target"	XXNU	"Genital and reproductive functions"				
"Additional target"	XXNU	XXNU2	"Genital and reproductive functions"				
"Additional target"	XXNU	XXNUA	"Sexual functions"				
"Additional target"	XXNU	XXNUB	"Menstruation functions"				
"Additional target"	XXNU	XXNUC	"Procreation functions"				
"Additional target"	XXNU	XXNUD	"Functions related to fertility"				
"Additional target"	XXNU	XXNUE	"Functions related to pregnancy"				
"Additional target"	XXNU	XXNUF	"Sensations associated with genital and reproductive functions"				
"Additional target"	XXNU	XXNUG	"Functions related to childbirth"				
"Additional target"	XXNU	XXNUH	Lactation				
"Additional target"	XXNU	XXNUK	"Sensations associated with genital and reproductive functions"				
"Additional target"	"Additional target"	XXNZ	"Urogenital system, unspecified"				
"Additional target"	XXNZ	XXNZZ	"Urogenital system, unspecified"				
"Additional target"	"Additional target"	XXPA	"Topographical regions: Trunk"				
"Additional target"	XXPA	XXPAA	"Trunk, unspecified"				
"Additional target"	XXPA	XXPAB	"Head or neck"				
"Additional target"	XXPA	XXPAE	Thorax				
"Additional target"	XXPA	XXPAF	"Chest wall, not elsewhere classified"				
"Additional target"	XXPA	XXPAK	"Abdomen, not elsewhere classified"				
"Additional target"	XXPA	XXPAL	"Abdominal wall, unspecified"				
"Additional target"	XXPA	XXPAM	"Abdominal wall, inguinal"				
"Additional target"	XXPA	XXPAN	"Abdominal wall, femoral"				
"Additional target"	XXPA	XXPAO	"Abdominal wall, umbilical"				
"Additional target"	XXPA	XXPAW	Perineum				
"Additional target"	"Additional target"	XXPM	"Topographical regions: Upper limb"				
"Additional target"	XXPM	XXPMA	"Upper limb, unspecified"				
"Additional target"	XXPM	XXPMB	"Upper arm"				
"Additional target"	XXPM	XXPMC	Forearm				
"Additional target"	XXPM	XXPMD	Hand				
"Additional target"	XXPM	XXPME	Finger				
"Additional target"	"Additional target"	XXPN	"Topographical regions: Lower limb"				
"Additional target"	XXPN	XXPNA	"Lower limb, unspecified"				
"Additional target"	XXPN	XXPNB	Thigh				
"Additional target"	XXPN	XXPNC	"Lower leg"				
"Additional target"	XXPN	XXPND	Foot				
"Additional target"	XXPN	XXPNE	Toe				
"Additional target"	"Additional target"	XXPS	"Topographical regions: Set of viscera"				
"Additional target"	XXPS	XXPSA	"Set of thoracic viscera"				
"Additional target"	XXPS	XXPSB	"Set of female pelvic viscera"				
"Additional target"	XXPS	XXPSC	"Set of male pelvic viscera"				
"Additional target"	"Additional target"	XXPT	"Artificial body structure"				
"Additional target"	XXPT	XXPTA	"Artificial body structure: Gastrostomy"				
"Additional target"	XXPT	XXPTB	"Artificial body structure: Enterostomy"				
"Additional target"	XXPT	XXPTC	"Artificial body structure: Tracheostomy"				
"Additional target"	XXPT	XXPTD	"Artificial body structure: Other stoma"				
"Additional target"	"Additional target"	XXPY	"Genome (Microscopic  body structure)"				
"Additional target"	XXPY	XXPYA	Genome				
"Additional target"	"Additional target"	XXPZ	"Comprehensive or unspecified topography"				
"Additional target"	XXPZ	XXPZA	"Whole body"				
"Additional target"	XXPZ	XXPZB	"Whole person"				
"Additional target"	XXPZ	XXPZX	"Any site"				
"Additional target"	XXPZ	XXPZZ	"Unspecified site"				
"Additional target"	"Additional target"	XXSA	"Learning and applying knowledge; Purposeful sensory experiences"				
"Additional target"	XXSA	XXSA1	"Learning and applying knowledge"				
"Additional target"	XXSA	XXSA2	"Purposeful sensory experiences"				
"Additional target"	XXSA	XXSAA	Watching				
"Additional target"	XXSA	XXSAD	Listening				
"Additional target"	XXSA	XXSAE	"Purposeful sensing"				
"Additional target"	"Additional target"	XXSB	"Basic learning"				
"Additional target"	XXSB	XXSB2	"Basic learning"				
"Additional target"	XXSB	XXSBA	Copying				
"Additional target"	XXSB	XXSBB	"Learning through actions with objects and persons"				
"Additional target"	XXSB	XXSBC	"Acquiring language"				
"Additional target"	XXSB	XXSBD	"Acquiring an additional language"				
"Additional target"	XXSB	XXSBF	Rehearsing				
"Additional target"	XXSB	XXSBG	"Acquiring concepts"				
"Additional target"	XXSB	XXSBH	"Acquiring information"				
"Additional target"	XXSB	XXSBI	"Learning to read"				
"Additional target"	XXSB	XXSBL	"Learning to write"				
"Additional target"	XXSB	XXSBN	"Learning to calculate"				
"Additional target"	XXSB	XXSBQ	"Acquiring skills"				
"Additional target"	"Additional target"	XXSC	"Applying knowledge"				
"Additional target"	XXSC	XXSC2	"Applying knowledge"				
"Additional target"	XXSC	XXSCA	"Focusing attention"				
"Additional target"	XXSC	XXSCC	Thinking				
"Additional target"	XXSC	XXSCF	Reading				
"Additional target"	XXSC	XXSCG	Writing				
"Additional target"	XXSC	XXSCI	Calculating				
"Additional target"	XXSC	XXSCJ	"Solving problems"				
"Additional target"	XXSC	XXSCL	"Making decisions"				
"Additional target"	"Additional target"	XXSD	"General tasks and demands"				
"Additional target"	XXSD	XXSD1	"General tasks and demands"				
"Additional target"	XXSD	XXSDA	"Undertaking tasks"				
"Additional target"	XXSD	XXSDG	"Carrying out daily routine"				
"Additional target"	XXSD	XXSDJ	"Handling stress and other psychological demands"				
"Additional target"	"Additional target"	XXSE	"Communication; Receiving communication"				
"Additional target"	XXSE	XXSE1	Communication				
"Additional target"	XXSE	XXSE2	"Communicating - receiving"				
"Additional target"	XXSE	XXSEA	"Communicating with - receiving spoken messages"				
"Additional target"	XXSE	XXSEB	"Non-speech vocal expression"				
"Additional target"	XXSE	XXSEC	Singing				
"Additional target"	XXSE	XXSED	"Communicating with - receiving nonverbal messages"				
"Additional target"	XXSE	XXSEG	"Communicating with - receiving sign language messages"				
"Additional target"	XXSE	XXSEJ	"Communicating with - receiving written messages"				
"Additional target"	"Additional target"	XXSF	"Producing communication"				
"Additional target"	XXSF	XXSF2	"Communication - producing"				
"Additional target"	XXSF	XXSFA	Speaking				
"Additional target"	XXSF	XXSFD	"Producing nonverbal messages"				
"Additional target"	XXSF	XXSFJ	"Producing messages in formal sign languages"				
"Additional target"	XXSF	XXSFK	"Writing messages"				
"Additional target"	"Additional target"	XXSG	"Conversation and use of communication devices and techniques"				
"Additional target"	XXSG	XXSG2	"Conversation and use of communication devices and techniques"				
"Additional target"	XXSG	XXSGA	"Having a conversation"				
"Additional target"	XXSG	XXSGD	Discussion				
"Additional target"	XXSG	XXSGG	"Using communication devices and techniques"				
"Additional target"	"Additional target"	XXSH	"Mobility; Changing and maintaining body position"				
"Additional target"	XXSH	XXSH1	Mobility				
"Additional target"	XXSH	XXSH2	"Changing and maintaining body position"				
"Additional target"	XXSH	XXSHA	"Changing basic body position"				
"Additional target"	XXSH	XXSHD	"Maintaining a body position"				
"Additional target"	XXSH	XXSHG	"Transferring oneself"				
"Additional target"	"Additional target"	XXSI	"Carrying, moving and handling objects"				
"Additional target"	XXSI	XXSI2	"Carrying, moving and handling objects"				
"Additional target"	XXSI	XXSIA	"Lifting and carrying objects"				
"Additional target"	XXSI	XXSID	"Moving objects with lower extremities"				
"Additional target"	XXSI	XXSIG	"Fine hand use"				
"Additional target"	XXSI	XXSIJ	"Hand and arm use"				
"Additional target"	XXSI	XXSIK	"Fine foot use"				
"Additional target"	"Additional target"	XXSJ	"Walking and moving"				
"Additional target"	XXSJ	XXSJ2	"Walking and moving"				
"Additional target"	XXSJ	XXSJA	Walking				
"Additional target"	XXSJ	XXSJB	"Going up and down stairs"				
"Additional target"	XXSJ	XXSJD	"Moving around"				
"Additional target"	XXSJ	XXSJG	"Moving around in different locations"				
"Additional target"	XXSJ	XXSJJ	"Moving around using equipment"				
"Additional target"	"Additional target"	XXSK	"Moving around using transportation"				
"Additional target"	XXSK	XXSK2	"Moving around using transportation"				
"Additional target"	XXSK	XXSKA	"Using transportation as a passenger"				
"Additional target"	XXSK	XXSKD	Driving				
"Additional target"	XXSK	XXSKG	"Riding animals for transportation"				
"Additional target"	"Additional target"	XXSM	"Self care"				
"Additional target"	XXSM	XXSM1	"Self care"				
"Additional target"	XXSM	XXSMB	"Washing oneself"				
"Additional target"	XXSM	XXSMC	"Caring for body parts"				
"Additional target"	XXSM	XXSMD	Toileting				
"Additional target"	XXSM	XXSME	Dressing				
"Additional target"	XXSM	XXSMF	Eating				
"Additional target"	XXSM	XXSMG	Drinking				
"Additional target"	XXSM	XXSMH	"Looking after one's health"				
"Additional target"	"Additional target"	XXSN	"Domestic life; Acquisition of necessities"				
"Additional target"	XXSN	XXSN1	"Domestic life"				
"Additional target"	XXSN	XXSN2	"Acquisition of necessities"				
"Additional target"	XXSN	XXSNC	"Acquiring a place to live"				
"Additional target"	XXSN	XXSND	"Acquisition of goods and services"				
"Additional target"	"Additional target"	XXSO	"Household tasks"				
"Additional target"	XXSO	XXSO2	"Household tasks"				
"Additional target"	XXSO	XXSOA	"Preparing meals"				
"Additional target"	XXSO	XXSOD	"Doing housework"				
"Additional target"	"Additional target"	XXSP	"Caring for household objects and assisting others"				
"Additional target"	XXSP	XXSP2	"Caring for household objects and assisting others"				
"Additional target"	XXSP	XXSPA	"Caring for household objects"				
"Additional target"	XXSP	XXSPD	"Assisting others"				
"Additional target"	"Additional target"	XXSR	"Interpersonal interactions and relationships; General interpersonal interactions"				
"Additional target"	XXSR	XXSR1	"Engaging in interpersonal interactions and relationships"				
"Additional target"	XXSR	XXSR2	"Engaging in general interpersonal interactions"				
"Additional target"	XXSR	XXSRC	"Engaging in basic interpersonal interactions"				
"Additional target"	XXSR	XXSRD	"Engaging in complex interpersonal interactions"				
"Additional target"	"Additional target"	XXSS	"Particular interpersonal relationships"				
"Additional target"	XXSS	XXSS2	"Engaging in particular interpersonal relationships"				
"Additional target"	XXSS	XXSSA	"Relating with strangers"				
"Additional target"	XXSS	XXSSD	"Engaging in formal relationships"				
"Additional target"	XXSS	XXSSG	"Engaging in informal social relationships"				
"Additional target"	XXSS	XXSSJ	"Engaging in family relationships"				
"Additional target"	XXSS	XXSSK	"Engaging in parent-child relationships"				
"Additional target"	XXSS	XXSSM	"Engaging in intimate relationships"				
"Additional target"	"Additional target"	XXST	"Major life areas; Education"				
"Additional target"	XXST	XXST1	"Engaging in major life areas"				
"Additional target"	XXST	XXST2	"Engaging in education"				
"Additional target"	XXST	XXSTC	"Engaging in informal education"				
"Additional target"	XXST	XXSTD	"Engaging in preschool education"				
"Additional target"	XXST	XXSTE	"Engaging in school education"				
"Additional target"	XXST	XXSTF	"Engaging in vocational training"				
"Additional target"	XXST	XXSTG	"Engaging in higher education"				
"Additional target"	XXST	XXSTJ	"Engaging in education life"				
"Additional target"	"Additional target"	XXSU	"Work and employment"				
"Additional target"	XXSU	XXSU2	"Engaging in work and employment"				
"Additional target"	XXSU	XXSUA	"Engaging in apprenticeship"				
"Additional target"	XXSU	XXSUD	"Acquiring, keeping and terminating a job"				
"Additional target"	XXSU	XXSUG	"Engaging in remunerative employment"				
"Additional target"	XXSU	XXSUJ	"Engaging in non-remunerative employment"				
"Additional target"	"Additional target"	XXSV	"Economic life"				
"Additional target"	XXSV	XXSV2	"Engaging in economic life"				
"Additional target"	XXSV	XXSVA	"Engaging in basic economic transactions"				
"Additional target"	XXSV	XXSVD	"Engaging in complex economic transactions"				
"Additional target"	XXSV	XXSVG	"Engaging in economic self-sufficiency"				
"Additional target"	"Additional target"	XXSX	"Community, social and civic life"				
"Additional target"	XXSX	XXSX1	"Engaging in community, social and civic life"				
"Additional target"	XXSX	XXSXB	"Engaging in community life"				
"Additional target"	XXSX	XXSXC	"Engaging in recreation and leisure"				
"Additional target"	XXSX	XXSXD	Playing				
"Additional target"	XXSX	XXSXH	"Engaging in religion and spirituality"				
"Additional target"	XXSX	XXSXK	"Enjoying human rights"				
"Additional target"	XXSX	XXSXL	"Engaing in political life and citizenship"				
"Additional target"	"Additional target"	XXUA	"Environment: Products and technology"				
"Additional target"	XXUA	XXUA1	"Products and technology"				
"Additional target"	XXUA	XXUAA	"Products or substances for personal consumption"				
"Additional target"	XXUA	XXUAB	"Food safety and security"				
"Additional target"	XXUA	XXUAC	Drugs				
"Additional target"	XXUA	XXUAD	"Products and technology for personal use in daily living"				
"Additional target"	XXUA	XXUAE	"Products and technology for personal indoor and outdoor mobility and transportation"				
"Additional target"	XXUA	XXUAF	"Products and technology for communication"				
"Additional target"	XXUA	XXUAG	"Products and technology for education"				
"Additional target"	XXUA	XXUAH	"Products and technology for employment"				
"Additional target"	XXUA	XXUAI	"Products and technology for culture, recreation and sport"				
"Additional target"	XXUA	XXUAJ	"Products and technology for the practice of religion and spirituality"				
"Additional target"	XXUA	XXUAK	"Design, construction and building products and technology of buildings for public use"				
"Additional target"	XXUA	XXUAL	"Design, construction and building products and technology of buildings for private use"				
"Additional target"	XXUA	XXUAM	"Design, construction and building products and technology of buildings unspecified"				
"Additional target"	XXUA	XXUAN	"Products and technology of land development"				
"Additional target"	XXUA	XXUAO	Assets				
"Additional target"	"Additional target"	XXUB	"Natural environment including human changes"				
"Additional target"	XXUB	XXUB1	"Natural environment and human-made changes to environment"				
"Additional target"	XXUB	XXUBB	"Physical features of the earth"				
"Additional target"	XXUB	XXUBC	Population				
"Additional target"	XXUB	XXUBD	"Flora and fauna"				
"Additional target"	XXUB	XXUBE	Climate				
"Additional target"	XXUB	XXUBF	"Natural events"				
"Additional target"	XXUB	XXUBG	"Human-caused events"				
"Additional target"	XXUB	XXUBH	Light				
"Additional target"	XXUB	XXUBI	"Time-related changes"				
"Additional target"	XXUB	XXUBJ	Sound				
"Additional target"	XXUB	XXUBK	Vibration				
"Additional target"	XXUB	XXUBL	"Indoor air quality"				
"Additional target"	XXUB	XXUBM	"Outdoor air quality"				
"Additional target"	XXUB	XXUBN	"Water quality"				
"Additional target"	XXUB	XXUBO	"Land and soil quality"				
"Additional target"	XXUB	XXUBQ	"Animals as vectors of disease"				
"Additional target"	"Additional target"	XXUC	"Environment: Support and relationships"				
"Additional target"	XXUC	XXUC1	"Support and relationships"				
"Additional target"	XXUC	XXUCB	"Support from immediate family"				
"Additional target"	XXUC	XXUCC	"Support from extended family"				
"Additional target"	XXUC	XXUCD	"Support from friends"				
"Additional target"	XXUC	XXUCE	"Support from acquaintances, peers, colleagues, neighbours and community members"				
"Additional target"	XXUC	XXUCF	"Support from people in positions of authority"				
"Additional target"	XXUC	XXUCG	"Support from people in subordinate positions"				
"Additional target"	XXUC	XXUCH	"Support from personal care providers and personal assistants"				
"Additional target"	XXUC	XXUCI	"Support from strangers"				
"Additional target"	XXUC	XXUCJ	"Support from domesticated animals"				
"Additional target"	XXUC	XXUCK	"Support from health professionals"				
"Additional target"	XXUC	XXUCL	"Support from other professionals"				
"Additional target"	"Additional target"	XXUD	"Environment: Attitudes"				
"Additional target"	XXUD	XXUD1	Attitudes				
"Additional target"	XXUD	XXUDB	"Individual attitudes of immediate family members"				
"Additional target"	XXUD	XXUDC	"Individual attitudes of extended family members"				
"Additional target"	XXUD	XXUDD	"Individual attitudes of friends"				
"Additional target"	XXUD	XXUDE	"Individual attitudes of acquaintances, peers, colleagues, neighbours and community members"				
"Additional target"	XXUD	XXUDF	"Individual attitudes of people in positions of authority"				
"Additional target"	XXUD	XXUDG	"Individual attitudes of people in subordinate positions"				
"Additional target"	XXUD	XXUDH	"Individual attitudes of personal care providers and personal assistants"				
